,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,元論文タイトル,論文タイトル,元サマリ,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
331,2017-03-28T14:06:12Z,2017-03-22T00:37:33Z,http://arxiv.org/abs/1703.07476v1,http://arxiv.org/pdf/1703.07476v1,Topic Identification for Speech without ASR,topic identif speech without asr,"Modern topic identification (topic ID) systems for speech use automatic speech recognition (ASR) to produce speech transcripts, and perform supervised classification on such ASR outputs. However, under resource-limited conditions, the manually transcribed speech required to develop standard ASR systems can be severely limited or unavailable. In this paper, we investigate alternative unsupervised solutions to obtaining tokenizations of speech in terms of a vocabulary of automatically discovered word-like or phoneme-like units, without depending on the supervised training of ASR systems. Moreover, using automatic phoneme-like tokenizations, we demonstrate that a convolutional neural network based framework for learning spoken document representations provides competitive performance compared to a standard bag-of-words representation, as evidenced by comprehensive topic ID evaluations on both single-label and multi-label classification tasks.",modern topic identif topic id system speech use automat speech recognit asr produc speech transcript perform supervis classif asr output howev resourc limit condit manual transcrib speech requir develop standard asr system sever limit unavail paper investig altern unsupervis solut obtain token speech term vocabulari automat discov word like phonem like unit without depend supervis train asr system moreov use automat phonem like token demonstr convolut neural network base framework learn spoken document represent provid competit perform compar standard bag word represent evidenc comprehens topic id evalu singl label multi label classif task,"['Chunxi Liu', 'Jan Trmal', 'Matthew Wiesner', 'Craig Harman', 'Sanjeev Khudanpur']",['cs.CL'],False,True,False,False,True,False
333,2017-03-28T14:06:12Z,2017-03-21T08:24:50Z,http://arxiv.org/abs/1703.07090v1,http://arxiv.org/pdf/1703.07090v1,Deep LSTM for Large Vocabulary Continuous Speech Recognition,deep lstm larg vocabulari continu speech recognit,"Recurrent neural networks (RNNs), especially long short-term memory (LSTM) RNNs, are effective network for sequential task like speech recognition. Deeper LSTM models perform well on large vocabulary continuous speech recognition, because of their impressive learning ability. However, it is more difficult to train a deeper network. We introduce a training framework with layer-wise training and exponential moving average methods for deeper LSTM models. It is a competitive framework that LSTM models of more than 7 layers are successfully trained on Shenma voice search data in Mandarin and they outperform the deep LSTM models trained by conventional approach. Moreover, in order for online streaming speech recognition applications, the shallow model with low real time factor is distilled from the very deep model. The recognition accuracy have little loss in the distillation process. Therefore, the model trained with the proposed training framework reduces relative 14\% character error rate, compared to original model which has the similar real-time capability. Furthermore, the novel transfer learning strategy with segmental Minimum Bayes-Risk is also introduced in the framework. The strategy makes it possible that training with only a small part of dataset could outperform full dataset training from the beginning.",recurr neural network rnns especi long short term memori lstm rnns effect network sequenti task like speech recognit deeper lstm model perform well larg vocabulari continu speech recognit becaus impress learn abil howev difficult train deeper network introduc train framework layer wise train exponenti move averag method deeper lstm model competit framework lstm model layer success train shenma voic search data mandarin outperform deep lstm model train convent approach moreov order onlin stream speech recognit applic shallow model low real time factor distil veri deep model recognit accuraci littl loss distil process therefor model train propos train framework reduc relat charact error rate compar origin model similar real time capabl furthermor novel transfer learn strategi segment minimum bay risk also introduc framework strategi make possibl train onli small part dataset could outperform full dataset train begin,"['Xu Tian', 'Jun Zhang', 'Zejun Ma', 'Yi He', 'Juan Wei', 'Peihao Wu', 'Wenchang Situ', 'Shuai Li', 'Yang Zhang']",['cs.CL'],False,False,False,False,True,False
344,2017-03-28T14:06:16Z,2017-03-17T07:53:03Z,http://arxiv.org/abs/1703.05916v1,http://arxiv.org/pdf/1703.05916v1,Construction of a Japanese Word Similarity Dataset,construct japanes word similar dataset,"An evaluation of distributed word representation is generally conducted using a word similarity task and/or a word analogy task. There are many datasets readily available for these tasks in English. However, evaluating distributed representation in languages that do not have such resources (e.g., Japanese) is difficult. Therefore, as a first step toward evaluating distributed representations in Japanese, we constructed a Japanese word similarity dataset. To the best of our knowledge, our dataset is the first resource that can be used to evaluate distributed representations in Japanese. Moreover, our dataset contains various parts of speech and includes rare words in addition to common words.",evalu distribut word represent general conduct use word similar task word analog task mani dataset readili avail task english howev evalu distribut represent languag resourc japanes difficult therefor first step toward evalu distribut represent japanes construct japanes word similar dataset best knowledg dataset first resourc use evalu distribut represent japanes moreov dataset contain various part speech includ rare word addit common word,"['Yuya Sakaizawa', 'Mamoru Komachi']",['cs.CL'],False,False,False,False,True,False
346,2017-03-28T14:06:16Z,2017-03-17T03:38:48Z,http://arxiv.org/abs/1703.05880v1,http://arxiv.org/pdf/1703.05880v1,Empirical Evaluation of Parallel Training Algorithms on Acoustic   Modeling,empir evalu parallel train algorithm acoust model,"Deep learning models (DLMs) are state-of-the-art techniques in speech recognition. However, training good DLMs can be time consuming especially for production-size models and corpora. Although several parallel training algorithms have been proposed to improve training efficiency, there is no clear guidance on which one to choose for the task in hand due to lack of systematic and fair comparison among them. In this paper we aim at filling this gap by comparing four popular parallel training algorithms in speech recognition, namely asynchronous stochastic gradient descent (ASGD), blockwise model-update filtering (BMUF), bulk synchronous parallel (BSP) and elastic averaging stochastic gradient descent (EASGD), on 1000-hour LibriSpeech corpora using feed-forward deep neural networks (DNNs) and convolutional, long short-term memory, DNNs (CLDNNs). Based on our experiments, we recommend using BMUF as the top choice to train acoustic models since it is most stable, scales well with number of GPUs, can achieve reproducible results, and in many cases even outperforms single-GPU SGD. ASGD can be used as a substitute in some cases.",deep learn model dlms state art techniqu speech recognit howev train good dlms time consum especi product size model corpora although sever parallel train algorithm propos improv train effici clear guidanc one choos task hand due lack systemat fair comparison among paper aim fill gap compar four popular parallel train algorithm speech recognit name asynchron stochast gradient descent asgd blockwis model updat filter bmuf bulk synchron parallel bsp elast averag stochast gradient descent easgd hour librispeech corpora use feed forward deep neural network dnns convolut long short term memori dnns cldnns base experi recommend use bmuf top choic train acoust model sinc stabl scale well number gpus achiev reproduc result mani case even outperform singl gpu sgd asgd use substitut case,"['Wenpeng Li', 'BinBin Zhang', 'Lei Xie', 'Dong Yu']","['cs.CL', 'cs.LG', 'cs.SD']",False,False,False,False,True,False
352,2017-03-28T14:06:20Z,2017-03-15T21:20:44Z,http://arxiv.org/abs/1703.05390v1,http://arxiv.org/pdf/1703.05390v1,Convolutional Recurrent Neural Networks for Small-Footprint Keyword   Spotting,convolut recurr neural network small footprint keyword spot,"Keyword spotting (KWS) constitutes a major component of human-technology interfaces. Maximizing the detection accuracy at a low false alarm (FA) rate, while minimizing the footprint size, latency and complexity are the goals for KWS. Towards achieving them, we study Convolutional Recurrent Neural Networks (CRNNs). Inspired by large-scale state-of-the-art speech recognition systems, we combine the strengths of convolutional layers and recurrent layers to exploit local structure and long-range context. We analyze the effect of architecture parameters, and propose training strategies to improve performance. With only ~230k parameters, our CRNN model yields acceptably low latency, and achieves 97.71% accuracy at 0.5 FA/hour for 5 dB signal-to-noise ratio.",keyword spot kws constitut major compon human technolog interfac maxim detect accuraci low fals alarm fa rate minim footprint size latenc complex goal kws toward achiev studi convolut recurr neural network crnns inspir larg scale state art speech recognit system combin strength convolut layer recurr layer exploit local structur long rang context analyz effect architectur paramet propos train strategi improv perform onli paramet crnn model yield accept low latenc achiev accuraci fa hour db signal nois ratio,"['Sercan O. Arik', 'Markus Kliegl', 'Rewon Child', 'Joel Hestness', 'Andrew Gibiansky', 'Chris Fougner', 'Ryan Prenger', 'Adam Coates']","['cs.CL', 'cs.AI', 'cs.LG']",False,False,False,False,True,False
354,2017-03-28T14:06:20Z,2017-03-16T08:57:29Z,http://arxiv.org/abs/1703.05123v2,http://arxiv.org/pdf/1703.05123v2,Character-based Neural Embeddings for Tweet Clustering,charact base neural embed tweet cluster,In this paper we show how the performance of tweet clustering can be improved by leveraging character-based neural networks. The proposed approach overcomes the limitations related to the vocabulary explosion in the word-based models and allows for the seamless processing of the multilingual content. Our evaluation results and code are available on-line at https://github.com/vendi12/tweet2vec_clustering,paper show perform tweet cluster improv leverag charact base neural network propos approach overcom limit relat vocabulari explos word base model allow seamless process multilingu content evalu result code avail line https github com vendi tweetvec cluster,"['Svitlana Vakulenko', 'Lyndon Nixon', 'Mihai Lupu']","['cs.IR', 'cs.CL']",False,True,False,False,True,False
355,2017-03-28T14:06:20Z,2017-03-15T12:32:34Z,http://arxiv.org/abs/1703.05122v1,http://arxiv.org/pdf/1703.05122v1,Is this word borrowed? An automatic approach to quantify the likeliness   of borrowing in social media,word borrow automat approach quantifi likeli borrow social media,"Code-mixing or code-switching are the effortless phenomena of natural switching between two or more languages in a single conversation. Use of a foreign word in a language; however, does not necessarily mean that the speaker is code-switching because often languages borrow lexical items from other languages. If a word is borrowed, it becomes a part of the lexicon of a language; whereas, during code-switching, the speaker is aware that the conversation involves foreign words or phrases. Identifying whether a foreign word used by a bilingual speaker is due to borrowing or code-switching is a fundamental importance to theories of multilingualism, and an essential prerequisite towards the development of language and speech technologies for multilingual communities. In this paper, we present a series of novel computational methods to identify the borrowed likeliness of a word, based on the social media signals. We first propose context based clustering method to sample a set of candidate words from the social media data.Next, we propose three novel and similar metrics based on the usage of these words by the users in different tweets; these metrics were used to score and rank the candidate words indicating their borrowed likeliness. We compare these rankings with a ground truth ranking constructed through a human judgment experiment. The Spearman's rank correlation between the two rankings (nearly 0.62 for all the three metric variants) is more than double the value (0.26) of the most competitive existing baseline reported in the literature. Some other striking observations are, (i) the correlation is higher for the ground truth data elicited from the younger participants (age less than 30) than that from the older participants, and (ii )those participants who use mixed-language for tweeting the least, provide the best signals of borrowing.",code mix code switch effortless phenomena natur switch two languag singl convers use foreign word languag howev doe necessarili mean speaker code switch becaus often languag borrow lexic item languag word borrow becom part lexicon languag wherea dure code switch speaker awar convers involv foreign word phrase identifi whether foreign word use bilingu speaker due borrow code switch fundament import theori multilingu essenti prerequisit toward develop languag speech technolog multilingu communiti paper present seri novel comput method identifi borrow likeli word base social media signal first propos context base cluster method sampl set candid word social media data next propos three novel similar metric base usag word user differ tweet metric use score rank candid word indic borrow likeli compar rank ground truth rank construct human judgment experi spearman rank correl two rank near three metric variant doubl valu competit exist baselin report literatur strike observ correl higher ground truth data elicit younger particip age less older particip ii particip use mix languag tweet least provid best signal borrow,"['Jasabanta Patro', 'Bidisha Samanta', 'Saurabh Singh', 'Prithwish Mukherjee', 'Monojit Choudhury', 'Animesh Mukherjee']",['cs.CL'],False,False,False,False,True,False
364,2017-03-28T14:06:24Z,2017-03-14T22:28:51Z,http://arxiv.org/abs/1703.04783v1,http://arxiv.org/pdf/1703.04783v1,Multichannel End-to-end Speech Recognition,multichannel end end speech recognit,"The field of speech recognition is in the midst of a paradigm shift: end-to-end neural networks are challenging the dominance of hidden Markov models as a core technology. Using an attention mechanism in a recurrent encoder-decoder architecture solves the dynamic time alignment problem, allowing joint end-to-end training of the acoustic and language modeling components. In this paper we extend the end-to-end framework to encompass microphone array signal processing for noise suppression and speech enhancement within the acoustic encoding network. This allows the beamforming components to be optimized jointly within the recognition architecture to improve the end-to-end speech recognition objective. Experiments on the noisy speech benchmarks (CHiME-4 and AMI) show that our multichannel end-to-end system outperformed the attention-based baseline with input from a conventional adaptive beamformer.",field speech recognit midst paradigm shift end end neural network challeng domin hidden markov model core technolog use attent mechan recurr encod decod architectur solv dynam time align problem allow joint end end train acoust languag model compon paper extend end end framework encompass microphon array signal process nois suppress speech enhanc within acoust encod network allow beamform compon optim joint within recognit architectur improv end end speech recognit object experi noisi speech benchmark chime ami show multichannel end end system outperform attent base baselin input convent adapt beamform,"['Tsubasa Ochiai', 'Shinji Watanabe', 'Takaaki Hori', 'John R. Hershey']","['cs.SD', 'cs.CL']",False,False,False,False,True,False
366,2017-03-28T14:06:24Z,2017-03-21T12:56:11Z,http://arxiv.org/abs/1703.04650v2,http://arxiv.org/pdf/1703.04650v2,Joint Learning of Correlated Sequence Labelling Tasks Using   Bidirectional Recurrent Neural Networks,joint learn correl sequenc label task use bidirect recurr neural network,"The stream of words produced by Automatic Speech Recognition (ASR) systems is devoid of any punctuations and formatting. Most natural language processing applications usually expect segmented and well-formatted texts as input, which is not available in ASR output. This paper proposes a novel technique of jointly modelling multiple correlated tasks such as punctuation and capitalization using bidirectional recurrent neural networks, which leads to improved performance for each of these tasks. This method can be extended for joint modelling of any other correlated multiple sequence labelling tasks.",stream word produc automat speech recognit asr system devoid ani punctuat format natur languag process applic usual expect segment well format text input avail asr output paper propos novel techniqu joint model multipl correl task punctuat capit use bidirect recurr neural network lead improv perform task method extend joint model ani correl multipl sequenc label task,"['Vardaan Pahuja', 'Anirban Laha', 'Shachar Mirkin', 'Vikas Raykar', 'Lili Kotlerman', 'Guy Lev']",['cs.CL'],False,False,False,False,True,False
380,2017-03-28T14:06:31Z,2017-03-11T18:20:13Z,http://arxiv.org/abs/1703.04009v1,http://arxiv.org/pdf/1703.04009v1,Automated Hate Speech Detection and the Problem of Offensive Language,autom hate speech detect problem offens languag,"A key challenge for automatic hate-speech detection on social media is the separation of hate speech from other instances of offensive language. Lexical detection methods tend to have low precision because they classify all messages containing particular terms as hate speech and previous work using supervised learning has failed to distinguish between the two categories. We used a crowd-sourced hate speech lexicon to collect tweets containing hate speech keywords. We use crowd-sourcing to label a sample of these tweets into three categories: those containing hate speech, only offensive language, and those with neither. We train a multi-class classifier to distinguish between these different categories. Close analysis of the predictions and the errors shows when we can reliably separate hate speech from other offensive language and when this differentiation is more difficult. We find that racist and homophobic tweets are more likely to be classified as hate speech but that sexist tweets are generally classified as offensive. Tweets without explicit hate keywords are also more difficult to classify.",key challeng automat hate speech detect social media separ hate speech instanc offens languag lexic detect method tend low precis becaus classifi messag contain particular term hate speech previous work use supervis learn fail distinguish two categori use crowd sourc hate speech lexicon collect tweet contain hate speech keyword use crowd sourc label sampl tweet three categori contain hate speech onli offens languag neither train multi class classifi distinguish differ categori close analysi predict error show reliabl separ hate speech offens languag differenti difficult find racist homophob tweet like classifi hate speech sexist tweet general classifi offens tweet without explicit hate keyword also difficult classifi,"['Thomas Davidson', 'Dana Warmsley', 'Michael Macy', 'Ingmar Weber']",['cs.CL'],False,False,False,False,True,False
