,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,元論文タイトル,論文タイトル,元サマリ,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
407,2017-03-28T14:08:43Z,2017-03-27T15:57:27Z,http://arxiv.org/abs/1703.09157v1,http://arxiv.org/pdf/1703.09157v1,Reweighted Infrared Patch-Tensor Model With Both Non-Local and Local   Priors for Single-Frame Small Target Detection,reweight infrar patch tensor model non local local prior singl frame small target detect,"Many state-of-the-art methods have been proposed for infrared small target detection. They work well on the images with homogeneous backgrounds and high-contrast targets. However, when facing highly heterogeneous backgrounds, they would not perform very well, mainly due to: 1) the existence of strong edges and other interfering components, 2) not utilizing the priors fully. Inspired by this, we propose a novel method to exploit both local and non-local priors simultaneously. Firstly, we employ a new infrared patch-tensor (IPT) model to represent the image and preserve its spatial correlations. Exploiting the target sparse prior and background non-local self-correlation prior, the target-background separation is modeled as a robust low-rank tensor recovery problem. Moreover, with the help of the structure tensor and reweighted idea, we design an entry-wise local-structure-adaptive and sparsity enhancing weight to replace the globally constant weighting parameter. The decomposition could be achieved via the element-wise reweighted higher-order robust principal component analysis with an additional convergence condition according to the practical situation of target detection. Extensive experiments demonstrate that our model outperforms the other state-of-the-arts, in particular for the images with very dim targets and heavy clutters.",mani state art method propos infrar small target detect work well imag homogen background high contrast target howev face high heterogen background would perform veri well main due exist strong edg interf compon util prior fulli inspir propos novel method exploit local non local prior simultan first employ new infrar patch tensor ipt model repres imag preserv spatial correl exploit target spars prior background non local self correl prior target background separ model robust low rank tensor recoveri problem moreov help structur tensor reweight idea design entri wise local structur adapt sparsiti enhanc weight replac global constant weight paramet decomposit could achiev via element wise reweight higher order robust princip compon analysi addit converg condit accord practic situat target detect extens experi demonstr model outperform state art particular imag veri dim target heavi clutter,"['Yimian Dai', 'Yiquan Wu']",['cs.CV'],False,False,False,True,False,False
408,2017-03-28T14:08:43Z,2017-03-27T15:31:00Z,http://arxiv.org/abs/1703.09145v1,http://arxiv.org/pdf/1703.09145v1,"Multi-Path Region-Based Convolutional Neural Network for Accurate   Detection of Unconstrained ""Hard Faces""",multi path region base convolut neural network accur detect unconstrain hard face,"Large-scale variations still pose a challenge in unconstrained face detection. To the best of our knowledge, no current face detection algorithm can detect a face as large as 800 x 800 pixels while simultaneously detecting another one as small as 8 x 8 pixels within a single image with equally high accuracy. We propose a two-stage cascaded face detection framework, Multi-Path Region-based Convolutional Neural Network (MP-RCNN), that seamlessly combines a deep neural network with a classic learning strategy, to tackle this challenge. The first stage is a Multi-Path Region Proposal Network (MP-RPN) that proposes faces at three different scales. It simultaneously utilizes three parallel outputs of the convolutional feature maps to predict multi-scale candidate face regions. The ""atrous"" convolution trick (convolution with up-sampled filters) and a newly proposed sampling layer for ""hard"" examples are embedded in MP-RPN to further boost its performance. The second stage is a Boosted Forests classifier, which utilizes deep facial features pooled from inside the candidate face regions as well as deep contextual features pooled from a larger region surrounding the candidate face regions. This step is included to further remove hard negative samples. Experiments show that this approach achieves state-of-the-art face detection performance on the WIDER FACE dataset ""hard"" partition, outperforming the former best result by 9.6% for the Average Precision.",larg scale variat still pose challeng unconstrain face detect best knowledg current face detect algorithm detect face larg pixel simultan detect anoth one small pixel within singl imag equal high accuraci propos two stage cascad face detect framework multi path region base convolut neural network mp rcnn seamless combin deep neural network classic learn strategi tackl challeng first stage multi path region propos network mp rpn propos face three differ scale simultan util three parallel output convolut featur map predict multi scale candid face region atrous convolut trick convolut sampl filter newli propos sampl layer hard exampl embed mp rpn boost perform second stage boost forest classifi util deep facial featur pool insid candid face region well deep contextu featur pool larger region surround candid face region step includ remov hard negat sampl experi show approach achiev state art face detect perform wider face dataset hard partit outperform former best result averag precis,"['Yuguang Liu', 'Martin D. Levine']",['cs.CV'],False,False,False,True,False,False
413,2017-03-28T14:08:48Z,2017-03-27T09:51:55Z,http://arxiv.org/abs/1703.08987v1,http://arxiv.org/pdf/1703.08987v1,Simultaneous Perception and Path Generation Using Fully Convolutional   Neural Networks,simultan percept path generat use fulli convolut neural network,"In this work, a novel learning-based approach has been developed to generate driving paths by integrating LIDAR point clouds, GPS-IMU information, and Google driving directions. The system is based on a fully convolutional neural network that jointly learns to carry out perception and path generation from real-world driving sequences and that is trained using automatically generated training examples. Several combinations of input data were tested in order to assess the performance gain provided by specific information modalities. The fully convolutional neural network trained using all the available sensors together with driving directions achieved the best MaxF score of 88.13% when considering a region of interest of 60x60 meters. By considering a smaller region of interest, the agreement between predicted paths and ground-truth increased to 92.60%. The positive results obtained in this work indicate that the proposed system may help fill the gap between low-level scene parsing and behavior-reflex approaches by generating outputs that are close to vehicle control and at the same time human-interpretable.",work novel learn base approach develop generat drive path integr lidar point cloud gps imu inform googl drive direct system base fulli convolut neural network joint learn carri percept path generat real world drive sequenc train use automat generat train exampl sever combin input data test order assess perform gain provid specif inform modal fulli convolut neural network train use avail sensor togeth drive direct achiev best maxf score consid region interest meter consid smaller region interest agreement predict path ground truth increas posit result obtain work indic propos system may help fill gap low level scene pars behavior reflex approach generat output close vehicl control time human interpret,"['Luca Caltagirone', 'Mauro Bellone', 'Lennart Svensson', 'Mattias Wahde']",['cs.CV'],False,False,False,True,False,False
417,2017-03-28T14:08:48Z,2017-03-27T03:46:58Z,http://arxiv.org/abs/1703.08917v1,http://arxiv.org/pdf/1703.08917v1,A Visual Measure of Changes to Weighted Self-Organizing Map Patterns,visual measur chang weight self organ map pattern,"Estimating output changes by input changes is the main task in causal analysis. In previous work, input and output Self-Organizing Maps (SOMs) were associated for causal analysis of multivariate and nonlinear data. Based on the association, a weight distribution of the output conditional on a given input was obtained over the output map space. Such a weighted SOM pattern of the output changes when the input changes. In order to analyze the change, it is important to measure the difference of the patterns. Many methods have been proposed for the dissimilarity measure of patterns. However, it remains a major challenge when attempting to measure how the patterns change. In this paper, we propose a visualization approach that simplifies the comparison of the difference in terms of the pattern property. Using this approach, the change can be analyzed by integrating colors and star glyph shapes representing the property dissimilarity. Ecological data is used to demonstrate the usefulness of our approach and the experimental results show that our approach provides the change information effectively.",estim output chang input chang main task causal analysi previous work input output self organ map som associ causal analysi multivari nonlinear data base associ weight distribut output condit given input obtain output map space weight som pattern output chang input chang order analyz chang import measur differ pattern mani method propos dissimilar measur pattern howev remain major challeng attempt measur pattern chang paper propos visual approach simplifi comparison differ term pattern properti use approach chang analyz integr color star glyph shape repres properti dissimilar ecolog data use demonstr use approach experiment result show approach provid chang inform effect,"['Younjin Chung', 'Joachim Gudmundsson', 'Masahiro Takatsuka']",['cs.CV'],False,False,False,True,False,True
420,2017-03-28T14:08:52Z,2017-03-27T01:36:38Z,http://arxiv.org/abs/1703.08893v1,http://arxiv.org/pdf/1703.08893v1,Transductive Zero-Shot Learning with a Self-training dictionary approach,transduct zero shot learn self train dictionari approach,"As an important and challenging problem in computer vision, zero-shot learning (ZSL) aims at automatically recognizing the instances from unseen object classes without training data. To address this problem, ZSL is usually carried out in the following two aspects: 1) capturing the domain distribution connections between seen classes data and unseen classes data; and 2) modeling the semantic interactions between the image feature space and the label embedding space. Motivated by these observations, we propose a bidirectional mapping based semantic relationship modeling scheme that seeks for crossmodal knowledge transfer by simultaneously projecting the image features and label embeddings into a common latent space. Namely, we have a bidirectional connection relationship that takes place from the image feature space to the latent space as well as from the label embedding space to the latent space. To deal with the domain shift problem, we further present a transductive learning approach that formulates the class prediction problem in an iterative refining process, where the object classification capacity is progressively reinforced through bootstrapping-based model updating over highly reliable instances. Experimental results on three benchmark datasets (AwA, CUB and SUN) demonstrate the effectiveness of the proposed approach against the state-of-the-art approaches.",import challeng problem comput vision zero shot learn zsl aim automat recogn instanc unseen object class without train data address problem zsl usual carri follow two aspect captur domain distribut connect seen class data unseen class data model semant interact imag featur space label embed space motiv observ propos bidirect map base semant relationship model scheme seek crossmod knowledg transfer simultan project imag featur label embed common latent space name bidirect connect relationship take place imag featur space latent space well label embed space latent space deal domain shift problem present transduct learn approach formul class predict problem iter refin process object classif capac progress reinforc bootstrap base model updat high reliabl instanc experiment result three benchmark dataset awa cub sun demonstr effect propos approach state art approach,"['Yunlong Yu', 'Zhong Ji', 'Xi Li', 'Jichang Guo', 'Zhongfei Zhang', 'Haibin Ling', 'Fei Wu']",['cs.CV'],False,False,False,True,False,True
421,2017-03-28T14:08:52Z,2017-03-26T20:28:02Z,http://arxiv.org/abs/1703.08866v1,http://arxiv.org/pdf/1703.08866v1,Multi-View Deep Learning for Consistent Semantic Mapping with RGB-D   Cameras,multi view deep learn consist semant map rgb camera,"Visual scene understanding is an important capability that enables robots to purposefully act in their environment. In this paper, we propose a novel approach to object-class segmentation from multiple RGB-D views using deep learning. We train a deep neural network to predict object-class semantics that is consistent from several view points in a semi-supervised way. At test time, the semantics predictions of our network can be fused more consistently in semantic keyframe maps than predictions of a network trained on individual views. We base our network architecture on a recent single-view deep learning approach to RGB and depth fusion for semantic object-class segmentation and enhance it with multi-scale loss minimization. We obtain the camera trajectory using RGB-D SLAM and warp the predictions of RGB-D images into ground-truth annotated frames in order to enforce multi-view consistency during training. At test time, predictions from multiple views are fused into keyframes. We propose and analyze several methods for enforcing multi-view consistency during training and testing. We evaluate the benefit of multi-view consistency training and demonstrate that pooling of deep features and fusion over multiple views outperforms single-view baselines on the NYUDv2 benchmark for semantic segmentation. Our end-to-end trained network achieves state-of-the-art performance on the NYUDv2 dataset in single-view segmentation as well as multi-view semantic fusion.",visual scene understand import capabl enabl robot purpos act environ paper propos novel approach object class segment multipl rgb view use deep learn train deep neural network predict object class semant consist sever view point semi supervis way test time semant predict network fuse consist semant keyfram map predict network train individu view base network architectur recent singl view deep learn approach rgb depth fusion semant object class segment enhanc multi scale loss minim obtain camera trajectori use rgb slam warp predict rgb imag ground truth annot frame order enforc multi view consist dure train test time predict multipl view fuse keyfram propos analyz sever method enforc multi view consist dure train test evalu benefit multi view consist train demonstr pool deep featur fusion multipl view outperform singl view baselin nyudv benchmark semant segment end end train network achiev state art perform nyudv dataset singl view segment well multi view semant fusion,"['Lingni Ma', 'Jörg Stückler', 'Christian Kerl', 'Daniel Cremers']",['cs.CV'],False,False,False,True,False,False
423,2017-03-28T14:08:52Z,2017-03-26T16:18:48Z,http://arxiv.org/abs/1703.08837v1,http://arxiv.org/abs/1703.08837v1,Person Re-Identification by Camera Correlation Aware Feature   Augmentation,person identif camera correl awar featur augment,"The challenge of person re-identification (re-id) is to match individual images of the same person captured by different non-overlapping camera views against significant and unknown cross-view feature distortion. While a large number of distance metric/subspace learning models have been developed for re-id, the cross-view transformations they learned are view-generic and thus potentially less effective in quantifying the feature distortion inherent to each camera view. Learning view-specific feature transformations for re-id (i.e., view-specific re-id), an under-studied approach, becomes an alternative resort for this problem. In this work, we formulate a novel view-specific person re-identification framework from the feature augmentation point of view, called Camera coRrelation Aware Feature augmenTation (CRAFT). Specifically, CRAFT performs cross-view adaptation by automatically measuring camera correlation from cross-view visual data distribution and adaptively conducting feature augmentation to transform the original features into a new adaptive space. Through our augmentation framework, view-generic learning algorithms can be readily generalized to learn and optimize view-specific sub-models whilst simultaneously modelling view-generic discrimination information. Therefore, our framework not only inherits the strength of view-generic model learning but also provides an effective way to take into account view specific characteristics. Our CRAFT framework can be extended to jointly learn view-specific feature transformations for person re-id across a large network with more than two cameras, a largely under-investigated but realistic re-id setting. Additionally, we present a domain-generic deep person appearance representation which is designed particularly to be towards view invariant for facilitating cross-view adaptation by CRAFT.",challeng person identif id match individu imag person captur differ non overlap camera view signific unknown cross view featur distort larg number distanc metric subspac learn model develop id cross view transform learn view generic thus potenti less effect quantifi featur distort inher camera view learn view specif featur transform id view specif id studi approach becom altern resort problem work formul novel view specif person identif framework featur augment point view call camera correl awar featur augment craft specif craft perform cross view adapt automat measur camera correl cross view visual data distribut adapt conduct featur augment transform origin featur new adapt space augment framework view generic learn algorithm readili general learn optim view specif sub model whilst simultan model view generic discrimin inform therefor framework onli inherit strength view generic model learn also provid effect way take account view specif characterist craft framework extend joint learn view specif featur transform person id across larg network two camera larg investig realist id set addit present domain generic deep person appear represent design particular toward view invari facilit cross view adapt craft,"['Ying-Cong Chen', 'Xiatian Zhu', 'Wei-Shi Zheng', 'Jian-Huang Lai']",['cs.CV'],False,False,False,True,False,False
424,2017-03-28T14:08:52Z,2017-03-26T16:17:55Z,http://arxiv.org/abs/1703.08836v1,http://arxiv.org/pdf/1703.08836v1,Learned multi-patch similarity,learn multi patch similar,"Estimating a depth map from multiple views of a scene is a fundamental task in computer vision. As soon as more than two viewpoints are available, one faces the very basic question how to measure similarity across >2 image patches. Surprisingly, no direct solution exists, instead it is common to fall back to more or less robust averaging of two-view similarities. Encouraged by the success of machine learning, and in particular convolutional neural networks, we propose to learn a matching function which directly maps multiple image patches to a scalar similarity score. Experiments on several multi-view datasets demonstrate that this approach has advantages over methods based on pairwise patch similarity.",estim depth map multipl view scene fundament task comput vision soon two viewpoint avail one face veri basic question measur similar across imag patch surpris direct solut exist instead common fall back less robust averag two view similar encourag success machin learn particular convolut neural network propos learn match function direct map multipl imag patch scalar similar score experi sever multi view dataset demonstr approach advantag method base pairwis patch similar,"['Wilfried Hartmann', 'Silvano Galliani', 'Michal Havlena', 'Konrad Schindler', 'Luc Van Gool']","['cs.CV', 'cs.LG']",False,False,False,True,False,False
427,2017-03-28T14:08:52Z,2017-03-26T05:48:38Z,http://arxiv.org/abs/1703.08770v1,http://arxiv.org/pdf/1703.08770v1,SCAN: Structure Correcting Adversarial Network for Chest X-rays Organ   Segmentation,scan structur correct adversari network chest ray organ segment,"Chest X-ray (CXR) is one of the most commonly prescribed medical imaging procedures, often with over 2-10x more scans than other imaging modalities such as MRI, CT scan, and PET scans. These voluminous CXR scans place significant workloads on radiologists and medical practitioners. Organ segmentation is a crucial step to obtain effective computer-aided detection on CXR. In this work, we propose Structure Correcting Adversarial Network (SCAN) to segment lung fields and the heart in CXR images. SCAN incorporates a critic network to impose on the convolutional segmentation network the structural regularities emerging from human physiology. During training, the critic network learns to discriminate between the ground truth organ annotations from the masks synthesized by the segmentation network. Through this adversarial process the critic network learns the higher order structures and guides the segmentation model to achieve realistic segmentation outcomes. Extensive experiments show that our method produces highly accurate and natural segmentation. Using only very limited training data available, our model reaches human-level performance without relying on any existing trained model or dataset. Our method also generalizes well to CXR images from a different patient population and disease profiles, surpassing the current state-of-the-art.",chest ray cxr one common prescrib medic imag procedur often scan imag modal mri ct scan pet scan volumin cxr scan place signific workload radiologist medic practition organ segment crucial step obtain effect comput aid detect cxr work propos structur correct adversari network scan segment lung field heart cxr imag scan incorpor critic network impos convolut segment network structur regular emerg human physiolog dure train critic network learn discrimin ground truth organ annot mask synthes segment network adversari process critic network learn higher order structur guid segment model achiev realist segment outcom extens experi show method produc high accur natur segment use onli veri limit train data avail model reach human level perform without reli ani exist train model dataset method also general well cxr imag differ patient popul diseas profil surpass current state art,"['Wei Dai', 'Joseph Doyle', 'Xiaodan Liang', 'Hao Zhang', 'Nanqing Dong', 'Yuan Li', 'Eric P. Xing']",['cs.CV'],False,False,False,True,False,False
431,2017-03-28T14:08:56Z,2017-03-25T16:49:03Z,http://arxiv.org/abs/1703.08710v1,http://arxiv.org/pdf/1703.08710v1,Count-ception: Counting by Fully Convolutional Redundant Counting,count ception count fulli convolut redund count,"Counting objects in digital images is a process that should be replaced by machines. This tedious task is time consuming and prone to errors due to fatigue of human annotators. The goal is to have a system that takes as input an image and returns a count of the objects inside and justification for the prediction in the form of object localization. We repose a problem, originally posed by Lempitsky and Zisserman, to instead predict a count map which contains redundant counts based on the receptive field of a smaller regression network. The regression network predicts a count of the objects that exist inside this frame. By processing the image in a fully convolutional way each pixel is going to be accounted for some number of times, the number of windows which include it, which is the size of each window, (i.e., 32x32 = 1024). To recover the true count take the average over the redundant predictions. Our contribution is redundant counting instead of predicting a density map in order to average over errors. We also propose a novel deep neural network architecture adapted from the Inception family of networks called the Count-ception network. Together our approach results in a 20% gain over the state of the art method by Xie, Noble, and Zisserman in 2016.",count object digit imag process replac machin tedious task time consum prone error due fatigu human annot goal system take input imag return count object insid justif predict form object local repos problem origin pose lempitski zisserman instead predict count map contain redund count base recept field smaller regress network regress network predict count object exist insid frame process imag fulli convolut way pixel go account number time number window includ size window recov true count take averag redund predict contribut redund count instead predict densiti map order averag error also propos novel deep neural network architectur adapt incept famili network call count ception network togeth approach result gain state art method xie nobl zisserman,"['Joseph Paul Cohen', 'Henry Z. Lo', 'Yoshua Bengio']","['cs.CV', 'cs.LG', 'stat.ML']",False,False,False,True,False,False
433,2017-03-28T14:08:56Z,2017-03-25T06:18:38Z,http://arxiv.org/abs/1703.08653v1,http://arxiv.org/pdf/1703.08653v1,Bayesian Optimization for Refining Object Proposals,bayesian optim refin object propos,"We develop a general-purpose algorithm using a Bayesian optimization framework for the efficient refinement of object proposals. While recent research has achieved substantial progress for object localization and related objectives in computer vision, current state-of-the-art object localization procedures are nevertheless encumbered by inefficiency and inaccuracy. We present a novel, computationally efficient method for refining inaccurate bounding-box proposals for a target object using Bayesian optimization. Offline, image features from a convolutional neural network are used to train a model to predict the offset distance of an object proposal from a target object. Online, this model is used in a Bayesian active search to improve inaccurate object proposals. In experiments, we compare our approach to a state-of-the-art bounding-box regression method for localization refinement of pedestrian object proposals. Our method exhibits a substantial improvement for the task of localization refinement over this baseline regression method.",develop general purpos algorithm use bayesian optim framework effici refin object propos recent research achiev substanti progress object local relat object comput vision current state art object local procedur nevertheless encumb ineffici inaccuraci present novel comput effici method refin inaccur bound box propos target object use bayesian optim offlin imag featur convolut neural network use train model predict offset distanc object propos target object onlin model use bayesian activ search improv inaccur object propos experi compar approach state art bound box regress method local refin pedestrian object propos method exhibit substanti improv task local refin baselin regress method,"['Anthony D. Rhodes', 'Jordan Witte', 'Melanie Mitchell', 'Bruno Jedynak']",['cs.CV'],True,False,False,True,False,False
435,2017-03-28T14:08:56Z,2017-03-24T23:50:52Z,http://arxiv.org/abs/1703.08628v1,http://arxiv.org/pdf/1703.08628v1,AMAT: Medial Axis Transform for Natural Images,amat medial axi transform natur imag,"The medial axis transform (MAT) is a powerful shape abstraction that has been successfully used in shape editing, matching and retrieval. Despite its long history, the MAT has not found widespread use in tasks involving natural images, due to the lack of a generalization that accommodates color and texture. In this paper we introduce Appearance-MAT (AMAT), by framing the MAT of natural images as a weighted geometric set cover problem. We make the following contributions: i) we extend previous medial point detection methods for color images, by associating each medial point with a local scale; ii) inspired by the invertibility property of the binary MAT, we also associate each medial point with a local encoding that allows us to invert the AMAT, reconstructing the input image; iii) we describe a clustering scheme that takes advantage of the additional scale and appearance information to group individual points into medial branches, providing a shape decomposition of the underlying image regions. In our experiments, we show state-of-the-art performance in medial point detection on Berkeley Medial AXes (BMAX500), a new dataset of medial axes based on the established BSDS500 database. We also measure the quality of reconstructed images from the same dataset, obtained by inverting their computed AMAT. Our approach delivers significantly better reconstruction quality with respect to three baselines, using just 10% of the image pixels. Our code is available at https://github.com/tsogkas/amat.",medial axi transform mat power shape abstract success use shape edit match retriev despit long histori mat found widespread use task involv natur imag due lack general accommod color textur paper introduc appear mat amat frame mat natur imag weight geometr set cover problem make follow contribut extend previous medial point detect method color imag associ medial point local scale ii inspir invert properti binari mat also associ medial point local encod allow us invert amat reconstruct input imag iii describ cluster scheme take advantag addit scale appear inform group individu point medial branch provid shape decomposit imag region experi show state art perform medial point detect berkeley medial axe bmax new dataset medial axe base establish bsds databas also measur qualiti reconstruct imag dataset obtain invert comput amat approach deliv signific better reconstruct qualiti respect three baselin use imag pixel code avail https github com tsogka amat,"['Stavros Tsogkas', 'Sven Dickinson']",['cs.CV'],False,False,False,True,False,False
437,2017-03-28T14:08:56Z,2017-03-24T21:26:16Z,http://arxiv.org/abs/1703.08603v1,http://arxiv.org/pdf/1703.08603v1,Adversarial Examples for Semantic Segmentation and Object Detection,adversari exampl semant segment object detect,"It has been well demonstrated that adversarial examples, i.e., natural images with visually imperceptible perturbations added, generally exist for deep networks to fail on image classification. In this paper, we extend adversarial examples to semantic segmentation and object detection which are much more difficult. Our observation is that both segmentation and detection are based on classifying multiple targets on an image (e.g., the basic target is a pixel or a receptive field in segmentation, and an object proposal in detection), which inspires us to optimize a loss function over a set of pixels/proposals for generating adversarial perturbations. Based on this idea, we propose a novel algorithm named Dense Adversary Generation (DAG), which generates a large family of adversarial examples, and applies to a wide range of state-of-the-art deep networks for segmentation and detection. We also find that the adversarial perturbations can be transferred across networks with different training data, based on different architectures, and even for different recognition tasks. In particular, the transferability across networks with the same architecture is more significant than in other cases. Besides, summing up heterogeneous perturbations often leads to better transfer performance, which provides an effective method of black-box adversarial attack.",well demonstr adversari exampl natur imag visual impercept perturb ad general exist deep network fail imag classif paper extend adversari exampl semant segment object detect much difficult observ segment detect base classifi multipl target imag basic target pixel recept field segment object propos detect inspir us optim loss function set pixel propos generat adversari perturb base idea propos novel algorithm name dens adversari generat dag generat larg famili adversari exampl appli wide rang state art deep network segment detect also find adversari perturb transfer across network differ train data base differ architectur even differ recognit task particular transfer across network architectur signific case besid sum heterogen perturb often lead better transfer perform provid effect method black box adversari attack,"['Cihang Xie', 'Jianyu Wang', 'Zhishuai Zhang', 'Yuyin Zhou', 'Lingxi Xie', 'Alan Yuille']",['cs.CV'],False,False,False,True,False,False
440,2017-03-28T14:09:00Z,2017-03-24T16:41:19Z,http://arxiv.org/abs/1703.08497v1,http://arxiv.org/pdf/1703.08497v1,Local Deep Neural Networks for Age and Gender Classification,local deep neural network age gender classif,"Local deep neural networks have been recently introduced for gender recognition. Although, they achieve very good performance they are very computationally expensive to train. In this work, we introduce a simplified version of local deep neural networks which significantly reduces the training time. Instead of using hundreds of patches per image, as suggested by the original method, we propose to use 9 overlapping patches per image which cover the entire face region. This results in a much reduced training time, since just 9 patches are extracted per image instead of hundreds, at the expense of a slightly reduced performance. We tested the proposed modified local deep neural networks approach on the LFW and Adience databases for the task of gender and age classification. For both tasks and both databases the performance is up to 1% lower compared to the original version of the algorithm. We have also investigated which patches are more discriminative for age and gender classification. It turns out that the mouth and eyes regions are useful for age classification, whereas just the eye region is useful for gender classification.",local deep neural network recent introduc gender recognit although achiev veri good perform veri comput expens train work introduc simplifi version local deep neural network signific reduc train time instead use hundr patch per imag suggest origin method propos use overlap patch per imag cover entir face region result much reduc train time sinc patch extract per imag instead hundr expens slight reduc perform test propos modifi local deep neural network approach lfw adienc databas task gender age classif task databas perform lower compar origin version algorithm also investig patch discrimin age gender classif turn mouth eye region use age classif wherea eye region use gender classif,"['Zukang Liao', 'Stavros Petridis', 'Maja Pantic']",['cs.CV'],False,False,False,True,False,False
442,2017-03-28T14:09:00Z,2017-03-24T16:27:57Z,http://arxiv.org/abs/1703.08492v1,http://arxiv.org/pdf/1703.08492v1,Content-Based Image Retrieval Based on Late Fusion of Binary and Local   Descriptors,content base imag retriev base late fusion binari local descriptor,"One of the challenges in Content-Based Image Retrieval (CBIR) is to reduce the semantic gaps between low-level features and high-level semantic concepts. In CBIR, the images are represented in the feature space and the performance of CBIR depends on the type of selected feature representation. Late fusion also known as visual words integration is applied to enhance the performance of image retrieval. The recent advances in image retrieval diverted the focus of research towards the use of binary descriptors as they are reported computationally efficient. In this paper, we aim to investigate the late fusion of Fast Retina Keypoint (FREAK) and Scale Invariant Feature Transform (SIFT). The late fusion of binary and local descriptor is selected because among binary descriptors, FREAK has shown good results in classification-based problems while SIFT is robust to translation, scaling, rotation and small distortions. The late fusion of FREAK and SIFT integrates the performance of both feature descriptors for an effective image retrieval. Experimental results and comparisons show that the proposed late fusion enhances the performances of image retrieval.",one challeng content base imag retriev cbir reduc semant gap low level featur high level semant concept cbir imag repres featur space perform cbir depend type select featur represent late fusion also known visual word integr appli enhanc perform imag retriev recent advanc imag retriev divert focus research toward use binari descriptor report comput effici paper aim investig late fusion fast retina keypoint freak scale invari featur transform sift late fusion binari local descriptor select becaus among binari descriptor freak shown good result classif base problem sift robust translat scale rotat small distort late fusion freak sift integr perform featur descriptor effect imag retriev experiment result comparison show propos late fusion enhanc perform imag retriev,"['Nouman Ali', 'Danish Ali Mazhar', 'Zeshan Iqbal', 'Rehan Ashraf', 'Jawad Ahmed', 'Farrukh Zeeshan Khan']",['cs.CV'],False,True,False,True,False,False
443,2017-03-28T14:09:00Z,2017-03-24T15:41:01Z,http://arxiv.org/abs/1703.08472v1,http://arxiv.org/pdf/1703.08472v1,Medical Image Retrieval using Deep Convolutional Neural Network,medic imag retriev use deep convolut neural network,"With a widespread use of digital imaging data in hospitals, the size of medical image repositories is increasing rapidly. This causes difficulty in managing and querying these large databases leading to the need of content based medical image retrieval (CBMIR) systems. A major challenge in CBMIR systems is the semantic gap that exists between the low level visual information captured by imaging devices and high level semantic information perceived by human. The efficacy of such systems is more crucial in terms of feature representations that can characterize the high-level information completely. In this paper, we propose a framework of deep learning for CBMIR system by using deep Convolutional Neural Network (CNN) that is trained for classification of medical images. An intermodal dataset that contains twenty four classes and five modalities is used to train the network. The learned features and the classification results are used to retrieve medical images. For retrieval, best results are achieved when class based predictions are used. An average classification accuracy of 99.77% and a mean average precision of 0.69 is achieved for retrieval task. The proposed method is best suited to retrieve multimodal medical images for different body organs.",widespread use digit imag data hospit size medic imag repositori increas rapid caus difficulti manag queri larg databas lead need content base medic imag retriev cbmir system major challeng cbmir system semant gap exist low level visual inform captur imag devic high level semant inform perceiv human efficaci system crucial term featur represent character high level inform complet paper propos framework deep learn cbmir system use deep convolut neural network cnn train classif medic imag intermod dataset contain twenti four class five modal use train network learn featur classif result use retriev medic imag retriev best result achiev class base predict use averag classif accuraci mean averag precis achiev retriev task propos method best suit retriev multimod medic imag differ bodi organ,"['Adnan Qayyum', 'Syed Muhammad Anwar', 'Muhammad Awais', 'Muhammad Majid']",['cs.CV'],False,False,False,True,False,False
444,2017-03-28T14:09:00Z,2017-03-27T07:23:05Z,http://arxiv.org/abs/1703.08448v2,http://arxiv.org/pdf/1703.08448v2,Object Region Mining with Adversarial Erasing: A Simple Classification   to Semantic Segmentation Approach,object region mine adversari eras simpl classif semant segment approach,"We investigate a principle way to progressively mine discriminative object regions using classification networks to address the weakly-supervised semantic segmentation problems. Classification networks are only responsive to small and sparse discriminative regions from the object of interest, which deviates from the requirement of the segmentation task that needs to localize dense, interior and integral regions for pixel-wise inference. To mitigate this gap, we propose a new adversarial erasing approach for localizing and expanding object regions progressively. Starting with a single small object region, our proposed approach drives the classification network to sequentially discover new and complement object regions by erasing the current mined regions in an adversarial manner. These localized regions eventually constitute a dense and complete object region for learning semantic segmentation. To further enhance the quality of the discovered regions by adversarial erasing, an online prohibitive segmentation learning approach is developed to collaborate with adversarial erasing by providing auxiliary segmentation supervision modulated by the more reliable classification scores. Despite its apparent simplicity, the proposed approach achieves 55.0% and 55.7% mean Intersection-over-Union (mIoU) scores on PASCAL VOC 2012 val and test sets, which are the new state-of-the-arts.",investig principl way progress mine discrimin object region use classif network address weak supervis semant segment problem classif network onli respons small spars discrimin region object interest deviat requir segment task need local dens interior integr region pixel wise infer mitig gap propos new adversari eras approach local expand object region progress start singl small object region propos approach drive classif network sequenti discov new complement object region eras current mine region adversari manner local region eventu constitut dens complet object region learn semant segment enhanc qualiti discov region adversari eras onlin prohibit segment learn approach develop collabor adversari eras provid auxiliari segment supervis modul reliabl classif score despit appar simplic propos approach achiev mean intersect union miou score pascal voc val test set new state art,"['Yunchao Wei', 'Jiashi Feng', 'Xiaodan Liang', 'Ming-Ming Cheng', 'Yao Zhao', 'Shuicheng Yan']",['cs.CV'],False,False,False,True,False,False
