,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,元論文タイトル,論文タイトル,元サマリ,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
313,2017-03-28T14:06:02Z,2017-03-24T14:49:58Z,http://arxiv.org/abs/1703.08544v1,http://arxiv.org/pdf/1703.08544v1,D.TRUMP: Data-mining Textual Responses to Uncover Misconception Patterns,trump data mine textual respons uncov misconcept pattern,"An important, yet largely unstudied, problem in student data analysis is to detect misconceptions from students' responses to open-response questions. Misconception detection enables instructors to deliver more targeted feedback on the misconceptions exhibited by many students in their class, thus improving the quality of instruction. In this paper, we propose D.TRUMP, a new natural language processing-based framework to detect the common misconceptions among students' textual responses to short-answer questions. We propose a probabilistic model for students' textual responses involving misconceptions and experimentally validate it on a real-world student-response dataset. Experimental results show that D.TRUMP excels at classifying whether a response exhibits one or more misconceptions. More importantly, it can also automatically detect the common misconceptions exhibited across responses from multiple students to multiple questions; this property is especially important at large scale, since instructors will no longer need to manually specify all possible misconceptions that students might exhibit.",import yet larg unstudi problem student data analysi detect misconcept student respons open respons question misconcept detect enabl instructor deliv target feedback misconcept exhibit mani student class thus improv qualiti instruct paper propos trump new natur languag process base framework detect common misconcept among student textual respons short answer question propos probabilist model student textual respons involv misconcept experiment valid real world student respons dataset experiment result show trump excel classifi whether respons exhibit one misconcept import also automat detect common misconcept exhibit across respons multipl student multipl question properti especi import larg scale sinc instructor longer need manual specifi possibl misconcept student might exhibit,"['Joshua J. Michalenko', 'Andrew S. Lan', 'Richard G. Baraniuk']","['stat.ML', 'cs.CL']",False,True,False,False,False,False
315,2017-03-28T14:06:02Z,2017-03-24T09:32:23Z,http://arxiv.org/abs/1703.08324v1,http://arxiv.org/pdf/1703.08324v1,Are crossing dependencies really scarce?,cross depend realli scarc,"The syntactic structure of a sentence can be modelled as a tree, where vertices correspond to words and edges indicate syntactic dependencies. It has been claimed recurrently that the number of edge crossings in real sentences is small. However, a baseline or null hypothesis has been lacking. Here we quantify the amount of crossings of real sentences and compare it to the predictions of a series of baselines. We conclude that crossings are really scarce in real sentences. Their scarcity is unexpected by the hubiness of the trees. Indeed, real sentences are close to linear trees, where the potential number of crossings is maximized.",syntact structur sentenc model tree vertic correspond word edg indic syntact depend claim recurr number edg cross real sentenc small howev baselin null hypothesi lack quantifi amount cross real sentenc compar predict seri baselin conclud cross realli scarc real sentenc scarciti unexpect hubi tree inde real sentenc close linear tree potenti number cross maxim,"['Ramon Ferrer-i-Cancho', 'Carlos Gomez-Rodriguez', 'J. L. Esteban']","['physics.soc-ph', 'cond-mat.stat-mech', 'cs.CL', 'physics.data-an']",False,True,False,False,False,False
321,2017-03-28T14:06:07Z,2017-03-23T15:15:26Z,http://arxiv.org/abs/1703.08098v1,http://arxiv.org/pdf/1703.08098v1,An overview of embedding models of entities and relationships for   knowledge base completion,overview embed model entiti relationship knowledg base complet,"Knowledge bases of real-world facts about entities and their relationships are useful resources for a variety of natural language processing tasks. However, because knowledge bases are typically incomplete, it is useful to be able to perform knowledge base completion, i.e., predict whether a relationship not in the knowledge base is likely to be true. This article presents an overview of embedding models of entities and relationships for knowledge base completion, with up-to-date experimental results on two standard evaluation tasks of link prediction (i.e. entity prediction) and triple classification.",knowledg base real world fact entiti relationship use resourc varieti natur languag process task howev becaus knowledg base typic incomplet use abl perform knowledg base complet predict whether relationship knowledg base like true articl present overview embed model entiti relationship knowledg base complet date experiment result two standard evalu task link predict entiti predict tripl classif,['Dat Quoc Nguyen'],"['cs.CL', 'cs.AI', 'cs.IR']",False,True,False,False,False,False
323,2017-03-28T14:06:07Z,2017-03-23T14:20:52Z,http://arxiv.org/abs/1703.08084v1,http://arxiv.org/pdf/1703.08084v1,Multimodal Compact Bilinear Pooling for Multimodal Neural Machine   Translation,multimod compact bilinear pool multimod neural machin translat,"In state-of-the-art Neural Machine Translation, an attention mechanism is used during decoding to enhance the translation. At every step, the decoder uses this mechanism to focus on different parts of the source sentence to gather the most useful information before outputting its target word. Recently, the effectiveness of the attention mechanism has also been explored for multimodal tasks, where it becomes possible to focus both on sentence parts and image regions. Approaches to pool two modalities usually include element-wise product, sum or concatenation. In this paper, we evaluate the more advanced Multimodal Compact Bilinear pooling method, which takes the outer product of two vectors to combine the attention features for the two modalities. This has been previously investigated for visual question answering. We try out this approach for multimodal image caption translation and show improvements compared to basic combination methods.",state art neural machin translat attent mechan use dure decod enhanc translat everi step decod use mechan focus differ part sourc sentenc gather use inform befor output target word recent effect attent mechan also explor multimod task becom possibl focus sentenc part imag region approach pool two modal usual includ element wise product sum concaten paper evalu advanc multimod compact bilinear pool method take outer product two vector combin attent featur two modal previous investig visual question answer tri approach multimod imag caption translat show improv compar basic combin method,"['Jean-Benoit Delbrouck', 'Stephane Dupont']",['cs.CL'],False,True,False,False,False,False
331,2017-03-28T14:06:12Z,2017-03-22T00:37:33Z,http://arxiv.org/abs/1703.07476v1,http://arxiv.org/pdf/1703.07476v1,Topic Identification for Speech without ASR,topic identif speech without asr,"Modern topic identification (topic ID) systems for speech use automatic speech recognition (ASR) to produce speech transcripts, and perform supervised classification on such ASR outputs. However, under resource-limited conditions, the manually transcribed speech required to develop standard ASR systems can be severely limited or unavailable. In this paper, we investigate alternative unsupervised solutions to obtaining tokenizations of speech in terms of a vocabulary of automatically discovered word-like or phoneme-like units, without depending on the supervised training of ASR systems. Moreover, using automatic phoneme-like tokenizations, we demonstrate that a convolutional neural network based framework for learning spoken document representations provides competitive performance compared to a standard bag-of-words representation, as evidenced by comprehensive topic ID evaluations on both single-label and multi-label classification tasks.",modern topic identif topic id system speech use automat speech recognit asr produc speech transcript perform supervis classif asr output howev resourc limit condit manual transcrib speech requir develop standard asr system sever limit unavail paper investig altern unsupervis solut obtain token speech term vocabulari automat discov word like phonem like unit without depend supervis train asr system moreov use automat phonem like token demonstr convolut neural network base framework learn spoken document represent provid competit perform compar standard bag word represent evidenc comprehens topic id evalu singl label multi label classif task,"['Chunxi Liu', 'Jan Trmal', 'Matthew Wiesner', 'Craig Harman', 'Sanjeev Khudanpur']",['cs.CL'],False,True,False,False,True,False
337,2017-03-28T14:06:12Z,2017-03-20T08:19:43Z,http://arxiv.org/abs/1703.06630v1,http://arxiv.org/pdf/1703.06630v1,Automatic Text Summarization Approaches to Speed up Topic Model Learning   Process,automat text summar approach speed topic model learn process,"The number of documents available into Internet moves each day up. For this reason, processing this amount of information effectively and expressibly becomes a major concern for companies and scientists. Methods that represent a textual document by a topic representation are widely used in Information Retrieval (IR) to process big data such as Wikipedia articles. One of the main difficulty in using topic model on huge data collection is related to the material resources (CPU time and memory) required for model estimate. To deal with this issue, we propose to build topic spaces from summarized documents. In this paper, we present a study of topic space representation in the context of big data. The topic space representation behavior is analyzed on different languages. Experiments show that topic spaces estimated from text summaries are as relevant as those estimated from the complete documents. The real advantage of such an approach is the processing time gain: we showed that the processing time can be drastically reduced using summarized documents (more than 60\% in general). This study finally points out the differences between thematic representations of documents depending on the targeted languages such as English or latin languages.",number document avail internet move day reason process amount inform effect express becom major concern compani scientist method repres textual document topic represent wide use inform retriev ir process big data wikipedia articl one main difficulti use topic model huge data collect relat materi resourc cpu time memori requir model estim deal issu propos build topic space summar document paper present studi topic space represent context big data topic space represent behavior analyz differ languag experi show topic space estim text summari relev estim complet document real advantag approach process time gain show process time drastic reduc use summar document general studi final point differ themat represent document depend target languag english latin languag,"['Mohamed Morchid', 'Juan-Manuel Torres-Moreno', 'Richard Dufour', 'Javier Ramírez-Rodríguez', 'Georges Linarès']","['cs.IR', 'cs.CL']",False,True,False,False,False,False
343,2017-03-28T14:06:16Z,2017-03-17T17:16:02Z,http://arxiv.org/abs/1703.06108v1,http://arxiv.org/abs/1703.06108v1,Global Entity Ranking Across Multiple Languages,global entiti rank across multipl languag,"We present work on building a global long-tailed ranking of entities across multiple languages using Wikipedia and Freebase knowledge bases. We identify multiple features and build a model to rank entities using a ground-truth dataset of more than 10 thousand labels. The final system ranks 27 million entities with 75% precision and 48% F1 score. We provide performance evaluation and empirical evidence of the quality of ranking across languages, and open the final ranked lists for future research.",present work build global long tail rank entiti across multipl languag use wikipedia freebas knowledg base identifi multipl featur build model rank entiti use ground truth dataset thousand label final system rank million entiti precis score provid perform evalu empir evid qualiti rank across languag open final rank list futur research,"['Prantik Bhattacharyya', 'Nemanja Spasojevic']","['cs.IR', 'cs.CL', 'cs.SI', 'H.3.1']",False,True,False,False,False,False
348,2017-03-28T14:06:16Z,2017-03-17T04:03:36Z,http://arxiv.org/abs/1703.05706v2,http://arxiv.org/pdf/1703.05706v2,Improving Document Clustering by Eliminating Unnatural Language,improv document cluster elimin unnatur languag,"Technical documents contain a fair amount of unnatural language, such as tables, formulas, pseudo-codes, etc. Unnatural language can be an important factor of confusing existing NLP tools. This paper presents an effective method of distinguishing unnatural language from natural language, and evaluates the impact of unnatural language detection on NLP tasks such as document clustering. We view this problem as an information extraction task and build a multiclass classification model identifying unnatural language components into four categories. First, we create a new annotated corpus by collecting slides and papers in various formats, PPT, PDF, and HTML, where unnatural language components are annotated into four categories. We then explore features available from plain text to build a statistical model that can handle any format as long as it is converted into plain text. Our experiments show that removing unnatural language components gives an absolute improvement in document clustering up to 15%. Our corpus and tool are publicly available.",technic document contain fair amount unnatur languag tabl formula pseudo code etc unnatur languag import factor confus exist nlp tool paper present effect method distinguish unnatur languag natur languag evalu impact unnatur languag detect nlp task document cluster view problem inform extract task build multiclass classif model identifi unnatur languag compon four categori first creat new annot corpus collect slide paper various format ppt pdf html unnatur languag compon annot four categori explor featur avail plain text build statist model handl ani format long convert plain text experi show remov unnatur languag compon give absolut improv document cluster corpus tool public avail,"['Myungha Jang', 'Jinho D. Choi', 'James Allan']","['cs.IR', 'cs.CL']",False,True,False,False,False,False
349,2017-03-28T14:06:16Z,2017-03-16T03:15:22Z,http://arxiv.org/abs/1703.05465v1,http://arxiv.org/pdf/1703.05465v1,Neobility at SemEval-2017 Task 1: An Attention-based Sentence Similarity   Model,neobil semev task attent base sentenc similar model,"This paper describes a neural-network model which performed competitively (top 6) at the SemEval 2017 cross-lingual Semantic Textual Similarity (STS) task. Our system employs an attention-based recurrent neural network model that optimizes the sentence similarity. In this paper, we describe our participation in the multilingual STS task which measures similarity across English, Spanish, and Arabic.",paper describ neural network model perform competit top semev cross lingual semant textual similar sts task system employ attent base recurr neural network model optim sentenc similar paper describ particip multilingu sts task measur similar across english spanish arab,"['Wenli Zhuang', 'Ernie Chang']",['cs.CL'],False,True,False,False,False,False
353,2017-03-28T14:06:20Z,2017-03-15T17:01:20Z,http://arxiv.org/abs/1703.05260v1,http://arxiv.org/pdf/1703.05260v1,InScript: Narrative texts annotated with script information,inscript narrat text annot script inform,"This paper presents the InScript corpus (Narrative Texts Instantiating Script structure). InScript is a corpus of 1,000 stories centered around 10 different scenarios. Verbs and noun phrases are annotated with event and participant types, respectively. Additionally, the text is annotated with coreference information. The corpus shows rich lexical variation and will serve as a unique resource for the study of the role of script knowledge in natural language processing.",paper present inscript corpus narrat text instanti script structur inscript corpus stori center around differ scenario verb noun phrase annot event particip type respect addit text annot corefer inform corpus show rich lexic variat serv uniqu resourc studi role script knowledg natur languag process,"['Ashutosh Modi', 'Tatjana Anikina', 'Simon Ostermann', 'Manfred Pinkal']","['cs.CL', 'cs.AI']",False,True,False,False,False,False
354,2017-03-28T14:06:20Z,2017-03-16T08:57:29Z,http://arxiv.org/abs/1703.05123v2,http://arxiv.org/pdf/1703.05123v2,Character-based Neural Embeddings for Tweet Clustering,charact base neural embed tweet cluster,In this paper we show how the performance of tweet clustering can be improved by leveraging character-based neural networks. The proposed approach overcomes the limitations related to the vocabulary explosion in the word-based models and allows for the seamless processing of the multilingual content. Our evaluation results and code are available on-line at https://github.com/vendi12/tweet2vec_clustering,paper show perform tweet cluster improv leverag charact base neural network propos approach overcom limit relat vocabulari explos word base model allow seamless process multilingu content evalu result code avail line https github com vendi tweetvec cluster,"['Svitlana Vakulenko', 'Lyndon Nixon', 'Mihai Lupu']","['cs.IR', 'cs.CL']",False,True,False,False,True,False
356,2017-03-28T14:06:20Z,2017-03-15T04:57:17Z,http://arxiv.org/abs/1703.04929v1,http://arxiv.org/pdf/1703.04929v1,SyntaxNet Models for the CoNLL 2017 Shared Task,syntaxnet model conll share task,"We describe a baseline dependency parsing system for the CoNLL2017 Shared Task. This system, which we call ""ParseySaurus,"" uses the DRAGNN framework [Kong et al, 2017] to combine transition-based recurrent parsing and tagging with character-based word representations. On the v1.3 Universal Dependencies Treebanks, the new system outpeforms the publicly available, state-of-the-art ""Parsey's Cousins"" models by 3.47% absolute Labeled Accuracy Score (LAS) across 52 treebanks.",describ baselin depend pars system conll share task system call parseysaurus use dragnn framework kong et al combin transit base recurr pars tag charact base word represent univers depend treebank new system outpeform public avail state art parsey cousin model absolut label accuraci score las across treebank,"['Chris Alberti', 'Daniel Andor', 'Ivan Bogatyy', 'Michael Collins', 'Dan Gillick', 'Lingpeng Kong', 'Terry Koo', 'Ji Ma', 'Mark Omernick', 'Slav Petrov', 'Chayut Thanapirom', 'Zora Tung', 'David Weiss']",['cs.CL'],False,True,False,False,False,False
