,プログラム実行日時,論文更新日時,論文リンク,PDFリンク,元論文タイトル,論文タイトル,元サマリ,サマリ,著者,事前付与ジャンル,ニューラルネットワーク,自然言語処理,マーケティング,画像解析,音声解析,強化学習
38,2017-04-07T15:29:23Z,2017-04-04T16:57:18Z,http://arxiv.org/abs/1704.01104v1,http://arxiv.org/pdf/1704.01104v1,Communication Complexity of Correlated Equilibrium in Two-Player Games,communic complex correl equilibrium two player game,"We show a communication complexity lower bound for finding a correlated equilibrium of a two-player game. More precisely, we define a two-player $N \times N$ game called the 2-cycle game and show that the randomized communication complexity of finding a 1/poly($N$)-approximate correlated equilibrium of the 2-cycle game is $\Omega(N)$. For small approximation values, this answers an open question of Babichenko and Rubinstein (STOC 2017). Our lower bound is obtained via a direct reduction from the unique set disjointness problem.",show communic complex lower bound find correl equilibrium two player game precis defin two player time game call cycl game show random communic complex find poli approxim correl equilibrium cycl game omega small approxim valu answer open question babichenko rubinstein stoc lower bound obtain via direct reduct uniqu set disjoint problem,"['Anat Ganor', 'Karthik C. S.']","['cs.GT', 'cs.CC']",False,False,True,False,False,False
40,2017-04-07T15:29:46Z,2017-04-05T03:49:10Z,http://arxiv.org/abs/1704.01260v1,http://arxiv.org/pdf/1704.01260v1,Profit Maximization Auction and Data Management in Big Data Markets,profit maxim auction data manag big data market,"Big data services is any data-originated resource that is offered over the Internet. The performance of a big data service depends on the data bought from the data collectors. However, the problem of optimal pricing and data allocation in big data services is not well-studied. In this paper, we propose an auction-based big data market model. We first define the data cost and utility based on the impact of data size on the performance of big data analytics, e.g., machine learning algorithms. The big data services are considered as digital goods and uniquely characterized with ""unlimited supply"" compared to conventional goods which are limited. We therefore propose a Bayesian profit maximization auction which is truthful, rational, and computationally efficient. The optimal service price and data size are obtained by solving the profit maximization auction. Finally, experimental results of a real-world taxi trip dataset show that our big data market model and auction mechanism effectively solve the profit maximization problem of the service provider.",big data servic ani data origin resourc offer internet perform big data servic depend data bought data collector howev problem optim price data alloc big data servic well studi paper propos auction base big data market model first defin data cost util base impact data size perform big data analyt machin learn algorithm big data servic consid digit good uniqu character unlimit suppli compar convent good limit therefor propos bayesian profit maxim auction truth ration comput effici optim servic price data size obtain solv profit maxim auction final experiment result real world taxi trip dataset show big data market model auction mechan effect solv profit maxim problem servic provid,"['Yutao Jiao', 'Ping Wang', 'Dusit Niyato', 'Mohammad Abu Alsheikh', 'Shaohan Feng']",['cs.GT'],False,False,True,False,False,False
41,2017-04-07T15:29:46Z,2017-04-04T21:32:54Z,http://arxiv.org/abs/1704.01195v1,http://arxiv.org/pdf/1704.01195v1,Statistical Estimation with Strategic Data Sources in Competitive   Settings,statist estim strateg data sourc competit set,"In this paper, we introduce a preliminary model for interactions in the data market. Recent research has shown ways in which a data aggregator can design mechanisms for users to ensure the quality of data, even in situations where the users are effort-averse (i.e. prefer to submit lower-quality estimates) and the data aggregator cannot observe the effort exerted by the users (i.e. the contract suffers from the principal-agent problem). However, we have shown that these mechanisms often break down in more realistic models, where multiple data aggregators are in competition. Under minor assumptions on the properties of the statistical estimators in use by data aggregators, we show that there is either no Nash equilibrium, or there is an infinite number of Nash equilibrium. In the latter case, there is a fundamental ambiguity in who bears the burden of incentivizing different data sources. We are also able to calculate the price of anarchy, which measures how much social welfare is lost between the Nash equilibrium and the social optimum, i.e. between non-cooperative strategic play and cooperation.",paper introduc preliminari model interact data market recent research shown way data aggreg design mechan user ensur qualiti data even situat user effort avers prefer submit lower qualiti estim data aggreg cannot observ effort exert user contract suffer princip agent problem howev shown mechan often break realist model multipl data aggreg competit minor assumpt properti statist estim use data aggreg show either nash equilibrium infinit number nash equilibrium latter case fundament ambigu bear burden incentiv differ data sourc also abl calcul price anarchi measur much social welfar lost nash equilibrium social optimum non cooper strateg play cooper,"['Tyler Westenbroek', 'Roy Dong', 'Lillian J. Ratliff', 'S. Shankar Sastry']",['cs.GT'],False,False,True,False,False,False
42,2017-04-07T15:29:46Z,2017-04-04T16:57:18Z,http://arxiv.org/abs/1704.01104v1,http://arxiv.org/pdf/1704.01104v1,Communication Complexity of Correlated Equilibrium in Two-Player Games,communic complex correl equilibrium two player game,"We show a communication complexity lower bound for finding a correlated equilibrium of a two-player game. More precisely, we define a two-player $N \times N$ game called the 2-cycle game and show that the randomized communication complexity of finding a 1/poly($N$)-approximate correlated equilibrium of the 2-cycle game is $\Omega(N)$. For small approximation values, this answers an open question of Babichenko and Rubinstein (STOC 2017). Our lower bound is obtained via a direct reduction from the unique set disjointness problem.",show communic complex lower bound find correl equilibrium two player game precis defin two player time game call cycl game show random communic complex find poli approxim correl equilibrium cycl game omega small approxim valu answer open question babichenko rubinstein stoc lower bound obtain via direct reduct uniqu set disjoint problem,"['Anat Ganor', 'Karthik C. S.']","['cs.GT', 'cs.CC']",False,False,True,False,False,False
47,2017-04-07T15:30:05Z,2017-04-05T10:37:42Z,http://arxiv.org/abs/1704.01358v1,http://arxiv.org/pdf/1704.01358v1,Incremental Tube Construction for Human Action Detection,increment tube construct human action detect,"Current state-of-the-art action detection systems are tailored for offline batch-processing applications. However, for online applications like human-robot interaction, current systems fall short, either because they only detect one action per video, or because they assume that the entire video is available ahead of time. In this work, we introduce a real-time and online joint-labelling and association algorithm for action detection that can incrementally construct space-time action tubes on the most challenging action videos in which different action categories occur concurrently. In contrast to previous methods, we solve the detection-window association and action labelling problems jointly in a single pass. We demonstrate superior online association accuracy and speed (2.2ms per frame) as compared to the current state-of-the-art offline systems. We further demonstrate that the entire action detection pipeline can easily be made to work effectively in real-time using our action tube construction algorithm.",current state art action detect system tailor offlin batch process applic howev onlin applic like human robot interact current system fall short either becaus onli detect one action per video becaus assum entir video avail ahead time work introduc real time onlin joint label associ algorithm action detect increment construct space time action tube challeng action video differ action categori occur concurr contrast previous method solv detect window associ action label problem joint singl pass demonstr superior onlin associ accuraci speed ms per frame compar current state art offlin system demonstr entir action detect pipelin easili made work effect real time use action tube construct algorithm,"['Harkirat S. Behl', 'Michael Sapienza', 'Gurkirt Singh', 'Suman Saha', 'Fabio Cuzzolin', 'Philip H. S. Torr']",['cs.CV'],False,False,True,False,False,False
51,2017-04-07T15:30:05Z,2017-04-05T04:24:41Z,http://arxiv.org/abs/1704.01266v1,http://arxiv.org/pdf/1704.01266v1,Supporting Navigation of Outdoor Shopping Complexes for   Visually-impaired Users through Multi-modal Data Fusion,support navig outdoor shop complex visual impair user multi modal data fusion,"Outdoor shopping complexes (OSC) are extremely difficult for people with visual impairment to navigate. Existing GPS devices are mostly designed for roadside navigation and seldom transition well into an OSC-like setting. We report our study on the challenges faced by a blind person in navigating OSC through developing a new mobile application named iExplore. We first report an exploratory study aiming at deriving specific design principles for building this system by learning the unique challenges of the problem. Then we present a methodology that can be used to derive the necessary information for the development of iExplore, followed by experimental validation of the technology by a group of visually impaired users in a local outdoor shopping center. User feedback and other experiments suggest that iExplore, while at its very initial phase, has the potential of filling a practical gap in existing assistive technologies for the visually impaired.",outdoor shop complex osc extrem difficult peopl visual impair navig exist gps devic design roadsid navig seldom transit well osc like set report studi challeng face blind person navig osc develop new mobil applic name iexplor first report exploratori studi aim deriv specif design principl build system learn uniqu challeng problem present methodolog use deriv necessari inform develop iexplor follow experiment valid technolog group visual impair user local outdoor shop center user feedback experi suggest iexplor veri initi phase potenti fill practic gap exist assist technolog visual impair,"['Archana Paladugu', 'Parag S. Chandakkar', 'Peng Zhang', 'Baoxin Li']","['cs.CV', 'cs.CY', 'cs.HC']",False,False,True,False,False,False
54,2017-04-07T15:30:05Z,2017-04-05T03:38:08Z,http://arxiv.org/abs/1704.01256v1,http://arxiv.org/pdf/1704.01256v1,Improving Vision-based Self-positioning in Intelligent Transportation   Systems via Integrated Lane and Vehicle Detection,improv vision base self posit intellig transport system via integr lane vehicl detect,"Traffic congestion is a widespread problem. Dynamic traffic routing systems and congestion pricing are getting importance in recent research. Lane prediction and vehicle density estimation is an important component of such systems. We introduce a novel problem of vehicle self-positioning which involves predicting the number of lanes on the road and vehicle's position in those lanes using videos captured by a dashboard camera. We propose an integrated closed-loop approach where we use the presence of vehicles to aid the task of self-positioning and vice-versa. To incorporate multiple factors and high-level semantic knowledge into the solution, we formulate this problem as a Bayesian framework. In the framework, the number of lanes, the vehicle's position in those lanes and the presence of other vehicles are considered as parameters. We also propose a bounding box selection scheme to reduce the number of false detections and increase the computational efficiency. We show that the number of box proposals decreases by a factor of 6 using the selection approach. It also results in large reduction in the number of false detections. The entire approach is tested on real-world videos and is found to give acceptable results.",traffic congest widespread problem dynam traffic rout system congest price get import recent research lane predict vehicl densiti estim import compon system introduc novel problem vehicl self posit involv predict number lane road vehicl posit lane use video captur dashboard camera propos integr close loop approach use presenc vehicl aid task self posit vice versa incorpor multipl factor high level semant knowledg solut formul problem bayesian framework framework number lane vehicl posit lane presenc vehicl consid paramet also propos bound box select scheme reduc number fals detect increas comput effici show number box propos decreas factor use select approach also result larg reduct number fals detect entir approach test real world video found give accept result,"['Parag S. Chandakkar', 'Yilin Wang', 'Baoxin Li']",['cs.CV'],False,False,True,False,False,True
63,2017-04-07T15:30:06Z,2017-04-04T18:41:47Z,http://arxiv.org/abs/1704.01152v1,http://arxiv.org/pdf/1704.01152v1,Pose2Instance: Harnessing Keypoints for Person Instance Segmentation,poseinst har keypoint person instanc segment,"Human keypoints are a well-studied representation of people.We explore how to use keypoint models to improve instance-level person segmentation. The main idea is to harness the notion of a distance transform of oracle provided keypoints or estimated keypoint heatmaps as a prior for person instance segmentation task within a deep neural network. For training and evaluation, we consider all those images from COCO where both instance segmentation and human keypoints annotations are available. We first show how oracle keypoints can boost the performance of existing human segmentation model during inference without any training. Next, we propose a framework to directly learn a deep instance segmentation model conditioned on human pose. Experimental results show that at various Intersection Over Union (IOU) thresholds, in a constrained environment with oracle keypoints, the instance segmentation accuracy achieves 10% to 12% relative improvements over a strong baseline of oracle bounding boxes. In a more realistic environment, without the oracle keypoints, the proposed deep person instance segmentation model conditioned on human pose achieves 3.8% to 10.5% relative improvements comparing with its strongest baseline of a deep network trained only for segmentation.",human keypoint well studi represent peopl explor use keypoint model improv instanc level person segment main idea har notion distanc transform oracl provid keypoint estim keypoint heatmap prior person instanc segment task within deep neural network train evalu consid imag coco instanc segment human keypoint annot avail first show oracl keypoint boost perform exist human segment model dure infer without ani train next propos framework direct learn deep instanc segment model condit human pose experiment result show various intersect union iou threshold constrain environ oracl keypoint instanc segment accuraci achiev relat improv strong baselin oracl bound box realist environ without oracl keypoint propos deep person instanc segment model condit human pose achiev relat improv compar strongest baselin deep network train onli segment,"['Subarna Tripathi', 'Maxwell Collins', 'Matthew Brown', 'Serge Belongie']",['cs.CV'],False,False,True,False,False,False
69,2017-04-07T15:30:13Z,2017-04-05T08:45:22Z,http://arxiv.org/abs/1704.01311v1,http://arxiv.org/pdf/1704.01311v1,Optimal trade-offs for pattern matching with $k$ mismatches,optim trade pattern match mismatch,"Given a pattern of length $m$ and a text of length $n$, the goal in $k$-mismatch pattern matching is to compute, for every $m$-substring of the text, the exact Hamming distance to the pattern or report that it exceeds $k$. This can be solved in either $\widetilde{O}(n \sqrt{k})$ time as shown by Amir et al. [J. Algorithms 2004] or $\widetilde{O}((m + k^2) \cdot n/m)$ time due to a result of Clifford et al. [SODA 2016]. We provide a smooth time trade-off between these two bounds by designing an algorithm working in time $\widetilde{O}( (m + k \sqrt{m}) \cdot n/m)$. We complement this with a matching conditional lower bound, showing that a significantly faster combinatorial algorithm is not possible, unless the combinatorial matrix multiplication conjecture fails.",given pattern length text length goal mismatch pattern match comput everi substr text exact ham distanc pattern report exceed solv either widetild sqrt time shown amir et al algorithm widetild cdot time due result clifford et al soda provid smooth time trade two bound design algorithm work time widetild sqrt cdot complement match condit lower bound show signific faster combinatori algorithm possibl unless combinatori matrix multipl conjectur fail,"['Paweł Gawrychowski', 'Przemysław Uznański']",['cs.DS'],False,False,True,False,False,False
71,2017-04-07T15:30:13Z,2017-04-04T23:29:54Z,http://arxiv.org/abs/1704.01218v1,http://arxiv.org/pdf/1704.01218v1,Storing complex data sharing policies with the Min Mask Sketch,store complex data share polici min mask sketch,"More data is currently being collected and shared by software applications than ever before. In many cases, the user is asked if either all or none of their data can be shared. We hypothesize that in some cases, users would like to share data in more complex ways. In order to implement the sharing of data using more complicated privacy preferences, complex data sharing policies must be used. These complex sharing policies require more space to store than a simple ""all or nothing"" approach to data sharing. In this paper, we present a new probabilistic data structure, called the Min Mask Sketch, to efficiently store these complex data sharing policies. We describe an implementation for the Min Mask Sketch in PostgreSQL and analyze the practicality and feasibility of using a probabilistic data structure for storing complex data sharing policies.",data current collect share softwar applic ever befor mani case user ask either none data share hypothes case user would like share data complex way order implement share data use complic privaci prefer complex data share polici must use complex share polici requir space store simpl noth approach data share paper present new probabilist data structur call min mask sketch effici store complex data share polici describ implement min mask sketch postgresql analyz practic feasibl use probabilist data structur store complex data share polici,"['Stephen Smart', 'Christan Grant']","['cs.DS', 'cs.DB']",False,False,True,False,False,False
